mode,theme,component,id,role,variant,slot,route,surface,state,index,status,ratio,effectiveForeground,effectiveBackground,reason
baseline,light,API fixture,F2,,,,,default,idle,0,fail,2.290963597687398,"[232.999875, 154.999965, 23.999988, 1]","[255, 255, 255, 1]",
baseline,light,API fixture,F5-field-caveat,,,,,default,idle,0,fail,2.1157693687024035,"[232.999875, 154.999965, 23.999988, 1]","[252.800013, 244.9999965, 231.8999682, 1]",
baseline,light,API fixture,F5-field-caveat,,,,,default,idle,1,pass,7.216330171955148,"[82.000095, 82.000095, 82.000095, 1]","[252.800013, 244.9999965, 231.8999682, 1]",
baseline,light,API fixture,value-caveat,,,,,default,idle,0,fail,2.1157693687024035,"[232.999875, 154.999965, 23.999988, 1]","[252.800013, 244.9999965, 231.8999682, 1]",
baseline,light,API fixture,value-caveat,,,,,default,idle,1,pass,7.216330171955148,"[82.000095, 82.000095, 82.000095, 1]","[252.800013, 244.9999965, 231.8999682, 1]",
baseline,light,ResponseExample,,,,status/statusText,,default,single status visible,0,fail,2.6261666632783154,"[68.99994, 165.000045, 86.99987999999999, 1]","[229.02003390000002, 238.62013109999998, 230.8201656, 1]",
baseline,light,ResponseExample,,,,status/statusText,,default,single status visible,1,fail,2.6261666632783154,"[68.99994, 165.000045, 86.99987999999999, 1]","[229.02003390000002, 238.62013109999998, 230.8201656, 1]",
baseline,light,ResponseExample,,,,status/statusText,,default,single status visible,2,fail,3.6319704735541003,"[0, 114.000045, 244.99992, 1]","[222.12007331214, 233.52015659999998, 246.6201696, 1]",
baseline,light,ResponseExample,,,,status/statusText,,default,single status visible,3,fail,3.6319704735541003,"[0, 114.000045, 244.99992, 1]","[222.12007331214, 233.52015659999998, 246.6201696, 1]",
baseline,light,ResponseExample,,,,status/statusText,,default,single status visible,4,fail,1.9817120839371087,"[232.999875, 154.999965, 23.999988, 1]","[245.4200274, 237.6201486, 224.52012029999997, 1]",
baseline,light,ResponseExample,,,,status/statusText,,default,single status visible,5,fail,1.9817120839371087,"[232.999875, 154.999965, 23.999988, 1]","[245.4200274, 237.6201486, 224.52012029999997, 1]",
baseline,light,ResponseExample,,,,status/statusText,,default,single status visible,6,fail,3.218030303159359,"[228.999945, 72.000015, 77.00005499999999, 1]","[245.02003440000001, 229.3201536, 229.8201576, 1]",
baseline,light,ResponseExample,,,,status/statusText,,default,single status visible,7,fail,3.218030303159359,"[228.999945, 72.000015, 77.00005499999999, 1]","[245.02003440000001, 229.3201536, 229.8201576, 1]",
baseline,light,LifecycleNotice,,,,,,default,idle,0,fail,2.1157693687024035,"[232.999875, 154.999965, 23.999988, 1]","[252.800013, 244.9999965, 231.8999682, 1]",
baseline,light,LifecycleNotice,,,,,,default,idle,1,fail,1.963064043911173,"[234.9798888, 163.99996814999997, 44.789986019999986, 1]","[252.800013, 244.9999965, 231.8999682, 1]",
baseline,light,LifecycleNotice,,,,,,default,idle,2,fail,2.8053050668193693,"[68.99994, 165.000045, 86.99987999999999, 1]","[236.4000195, 245.999979, 238.2000135, 1]",
baseline,light,LifecycleNotice,,,,,,default,idle,3,fail,2.5096277554253517,"[85.73994794999999, 173.1000384, 102.11989334999998, 1]","[236.4000195, 245.999979, 238.2000135, 1]",
baseline,light,LifecycleNotice,,,,,,default,idle,4,fail,2.1157693687024035,"[232.999875, 154.999965, 23.999988, 1]","[252.800013, 244.9999965, 231.8999682, 1]",
baseline,light,LifecycleNotice,,,,,,default,idle,5,fail,1.963064043911173,"[234.9798888, 163.99996814999997, 44.789986019999986, 1]","[252.800013, 244.9999965, 231.8999682, 1]",
baseline,light,LifecycleNotice,,,,,,default,idle,6,pass,16.95443819582973,"[23.0000055, 23.0000055, 23.0000055, 1]","[248.4999225, 248.4999225, 248.4999225, 1]",
baseline,light,LifecycleNotice,,,,,,default,idle,7,pass,12.924186297738398,"[45.54999720000001, 45.54999720000001, 45.54999720000001, 1]","[248.4999225, 248.4999225, 248.4999225, 1]",
baseline,light,LifecycleNotice,,,,,,default,idle,8,fail,3.4400331348716318,"[228.999945, 72.000015, 77.00005499999999, 1]","[252.40001999999998, 236.7000015, 237.2000055, 1]",
baseline,light,LifecycleNotice,,,,,,default,idle,9,fail,3.087374246803184,"[231.33995249999998, 88.47001365, 93.02005004999998, 1]","[252.40001999999998, 236.7000015, 237.2000055, 1]",
baseline,light,FieldAnnotation,,,,required,,portal own bg-default,open,0,fail,3.913739873944556,"[228.999945, 72.000015, 77.00005499999999, 1]","[255, 255, 255, 1]",
baseline,light,FieldAnnotation,,,,conditional,,portal own bg-default,open,0,fail,2.290963597687398,"[232.999875, 154.999965, 23.999988, 1]","[255, 255, 255, 1]",
baseline,light,semantic text,,primary,,text,/__functional-colors,muted,idle,0,pass,5.632460544485353,"[121.999905, 59.99997, 226.000125, 1]","[249.99996000000002, 249.99996000000002, 249.99996000000002, 1]",
baseline,light,Badge,,primary,solid,base,/__functional-colors,muted,idle,0,pass,5.878968459850046,"[255, 255, 255, 1]","[121.999905, 59.99997, 226.000125, 1]",
baseline,light,Alert,,primary,solid,title,/__functional-colors,muted,idle,0,pass,5.878968459850046,"[255, 255, 255, 1]","[121.999905, 59.99997, 226.000125, 1]",
baseline,light,Alert,,primary,solid,description,/__functional-colors,muted,idle,0,pass,5.070593355903083,"[241.69999049999998, 235.499997, 252.1000125, 1]","[121.999905, 59.99997, 226.000125, 1]",
baseline,light,Badge,,primary,outline,base,/__functional-colors,muted,idle,0,pass,5.632460544485353,"[121.999905, 59.99997, 226.000125, 1]","[249.99996000000002, 249.99996000000002, 249.99996000000002, 1]",
baseline,light,Alert,,primary,outline,title,/__functional-colors,muted,idle,0,pass,5.632460544485353,"[121.999905, 59.99997, 226.000125, 1]","[249.99996000000002, 249.99996000000002, 249.99996000000002, 1]",
baseline,light,Alert,,primary,outline,description,/__functional-colors,muted,idle,0,pass,4.71182607223983,"[134.7999105, 78.999969, 228.4001085, 1]","[249.99996000000002, 249.99996000000002, 249.99996000000002, 1]",
baseline,light,Badge,,primary,soft,base,/__functional-colors,muted,idle,0,pass,4.867968223846452,"[121.999905, 59.99997, 226.000125, 1]","[237.199929, 230.9999355, 247.5999765, 1]",
baseline,light,Alert,,primary,soft,title,/__functional-colors,muted,idle,0,pass,4.867968223846452,"[121.999905, 59.99997, 226.000125, 1]","[237.199929, 230.9999355, 247.5999765, 1]",
baseline,light,Alert,,primary,soft,description,/__functional-colors,muted,idle,0,fail,4.147846512633515,"[133.5199074, 77.09996654999999, 228.16011014999998, 1]","[237.199929, 230.9999355, 247.5999765, 1]",
baseline,light,Badge,,primary,subtle,base,/__functional-colors,muted,idle,0,pass,4.867968223846452,"[121.999905, 59.99997, 226.000125, 1]","[237.199929, 230.9999355, 247.5999765, 1]",
baseline,light,Alert,,primary,subtle,title,/__functional-colors,muted,idle,0,pass,4.867968223846452,"[121.999905, 59.99997, 226.000125, 1]","[237.199929, 230.9999355, 247.5999765, 1]",
baseline,light,Alert,,primary,subtle,description,/__functional-colors,muted,idle,0,fail,4.147846512633515,"[133.5199074, 77.09996654999999, 228.16011014999998, 1]","[237.199929, 230.9999355, 247.5999765, 1]",
baseline,light,Button,,primary,solid,base/label,/__functional-colors,muted,idle,0,pass,5.878968459850046,"[255, 255, 255, 1]","[121.999905, 59.99997, 226.000125, 1]",
baseline,light,Button,,primary,solid,base/label,/__functional-colors,muted,hover,0,fail,3.708136970667686,"[255, 255, 255, 1]","[153.9997275, 107.49977625, 232.00008375, 1]",
baseline,light,Button,,primary,solid,base/label,/__functional-colors,muted,active+hover,0,fail,3.708136970667686,"[255, 255, 255, 1]","[153.9997275, 107.49977625, 232.00008375, 1]",
baseline,light,Button,,primary,solid,base/label,/__functional-colors,muted,keyboard-focus,0,pass,5.878968459850046,"[255, 255, 255, 1]","[121.999905, 59.99997, 226.000125, 1]",
baseline,light,Button,,primary,solid,base/label,/__functional-colors,muted,keyboard-active+focus,0,fail,3.708136970667686,"[255, 255, 255, 1]","[153.9997275, 107.49977625, 232.00008375, 1]",
baseline,light,Button,,primary,solid,base/label,/__functional-colors,muted,focus+hover,0,fail,3.708136970667686,"[255, 255, 255, 1]","[153.9997275, 107.49977625, 232.00008375, 1]",
baseline,light,Button,,primary,link,base/label,/__functional-colors,muted,idle,0,pass,5.632460544485353,"[121.999905, 59.99997, 226.000125, 1]","[249.99996000000002, 249.99996000000002, 249.99996000000002, 1]",
baseline,light,Button,,primary,link,base/label,/__functional-colors,muted,hover,0,fail,3.552653041681043,"[153.9997275, 107.49977625, 232.00008375, 1]","[249.99996000000002, 249.99996000000002, 249.99996000000002, 1]",
baseline,light,Button,,primary,link,base/label,/__functional-colors,muted,active+hover,0,fail,3.552653041681043,"[153.9997275, 107.49977625, 232.00008375, 1]","[249.99996000000002, 249.99996000000002, 249.99996000000002, 1]",
baseline,light,Button,,primary,link,base/label,/__functional-colors,muted,keyboard-focus,0,pass,5.632460544485353,"[121.999905, 59.99997, 226.000125, 1]","[249.99996000000002, 249.99996000000002, 249.99996000000002, 1]",
baseline,light,Button,,primary,link,base/label,/__functional-colors,muted,keyboard-active+focus,0,fail,3.552653041681043,"[153.9997275, 107.49977625, 232.00008375, 1]","[249.99996000000002, 249.99996000000002, 249.99996000000002, 1]",
baseline,light,Button,,primary,link,base/label,/__functional-colors,muted,focus+hover,0,fail,3.552653041681043,"[153.9997275, 107.49977625, 232.00008375, 1]","[249.99996000000002, 249.99996000000002, 249.99996000000002, 1]",
baseline,light,semantic text,,secondary,,text,/__functional-colors,muted,idle,0,fail,2.9434211665765635,"[17.999991, 165.000045, 147.99996000000002, 1]","[249.99996000000002, 249.99996000000002, 249.99996000000002, 1]",
baseline,light,Badge,,secondary,solid,base,/__functional-colors,muted,idle,0,fail,3.072241707809382,"[255, 255, 255, 1]","[17.999991, 165.000045, 147.99996000000002, 1]",
baseline,light,Alert,,secondary,solid,title,/__functional-colors,muted,idle,0,fail,3.072241707809382,"[255, 255, 255, 1]","[17.999991, 165.000045, 147.99996000000002, 1]",
baseline,light,Alert,,secondary,solid,description,/__functional-colors,muted,idle,0,fail,2.7650268961885356,"[231.2999991, 246.0000045, 244.299996, 1]","[17.999991, 165.000045, 147.99996000000002, 1]",
baseline,light,Badge,,secondary,outline,base,/__functional-colors,muted,idle,0,fail,2.9434211665765635,"[17.999991, 165.000045, 147.99996000000002, 1]","[249.99996000000002, 249.99996000000002, 249.99996000000002, 1]",
baseline,light,Alert,,secondary,outline,title,/__functional-colors,muted,idle,0,fail,2.9434211665765635,"[17.999991, 165.000045, 147.99996000000002, 1]","[249.99996000000002, 249.99996000000002, 249.99996000000002, 1]",
baseline,light,Alert,,secondary,outline,description,/__functional-colors,muted,idle,0,fail,2.6451860593994434,"[41.199987899999996, 173.50003650000002, 158.19996000000003, 1]","[249.99996000000002, 249.99996000000002, 249.99996000000002, 1]",
baseline,light,Badge,,secondary,soft,base,/__functional-colors,muted,idle,0,fail,2.6563114658099622,"[17.999991, 165.000045, 147.99996000000002, 1]","[226.7998407, 241.4999685, 239.79996, 1]",
baseline,light,Alert,,secondary,soft,title,/__functional-colors,muted,idle,0,fail,2.6563114658099622,"[17.999991, 165.000045, 147.99996000000002, 1]","[226.7998407, 241.4999685, 239.79996, 1]",
baseline,light,Alert,,secondary,soft,description,/__functional-colors,muted,idle,0,fail,2.413039981667131,"[38.87997596999999, 172.65003735, 157.17996000000002, 1]","[226.7998407, 241.4999685, 239.79996, 1]",
baseline,light,Badge,,secondary,subtle,base,/__functional-colors,muted,idle,0,fail,2.6563114658099622,"[17.999991, 165.000045, 147.99996000000002, 1]","[226.7998407, 241.4999685, 239.79996, 1]",
baseline,light,Alert,,secondary,subtle,title,/__functional-colors,muted,idle,0,fail,2.6563114658099622,"[17.999991, 165.000045, 147.99996000000002, 1]","[226.7998407, 241.4999685, 239.79996, 1]",
baseline,light,Alert,,secondary,subtle,description,/__functional-colors,muted,idle,0,fail,2.413039981667131,"[38.87997596999999, 172.65003735, 157.17996000000002, 1]","[226.7998407, 241.4999685, 239.79996, 1]",
baseline,light,Button,,secondary,solid,base/label,/__functional-colors,muted,idle,0,fail,3.072241707809382,"[255, 255, 255, 1]","[17.999991, 165.000045, 147.99996000000002, 1]",
baseline,light,Button,,secondary,solid,base/label,/__functional-colors,muted,hover,0,fail,2.3439468037179423,"[255, 255, 255, 1]","[75.99906525, 186.25002375, 173.49996000000002, 1]",
baseline,light,Button,,secondary,solid,base/label,/__functional-colors,muted,active+hover,0,fail,2.3439468037179423,"[255, 255, 255, 1]","[75.99906525, 186.25002375, 173.49996000000002, 1]",
baseline,light,Button,,secondary,solid,base/label,/__functional-colors,muted,keyboard-focus,0,fail,3.072241707809382,"[255, 255, 255, 1]","[17.999991, 165.000045, 147.99996000000002, 1]",
baseline,light,Button,,secondary,solid,base/label,/__functional-colors,muted,keyboard-active+focus,0,fail,2.3439468037179423,"[255, 255, 255, 1]","[75.99906525, 186.25002375, 173.49996000000002, 1]",
baseline,light,Button,,secondary,solid,base/label,/__functional-colors,muted,focus+hover,0,fail,2.3439468037179423,"[255, 255, 255, 1]","[75.99906525, 186.25002375, 173.49996000000002, 1]",
baseline,light,Button,,secondary,link,base/label,/__functional-colors,muted,idle,0,fail,2.9434211665765635,"[17.999991, 165.000045, 147.99996000000002, 1]","[249.99996000000002, 249.99996000000002, 249.99996000000002, 1]",
baseline,light,Button,,secondary,link,base/label,/__functional-colors,muted,hover,0,fail,2.245664010697994,"[75.99906525, 186.25002375, 173.49996000000002, 1]","[249.99996000000002, 249.99996000000002, 249.99996000000002, 1]",
baseline,light,Button,,secondary,link,base/label,/__functional-colors,muted,active+hover,0,fail,2.245664010697994,"[75.99906525, 186.25002375, 173.49996000000002, 1]","[249.99996000000002, 249.99996000000002, 249.99996000000002, 1]",
baseline,light,Button,,secondary,link,base/label,/__functional-colors,muted,keyboard-focus,0,fail,2.9434211665765635,"[17.999991, 165.000045, 147.99996000000002, 1]","[249.99996000000002, 249.99996000000002, 249.99996000000002, 1]",
baseline,light,Button,,secondary,link,base/label,/__functional-colors,muted,keyboard-active+focus,0,fail,2.245664010697994,"[75.99906525, 186.25002375, 173.49996000000002, 1]","[249.99996000000002, 249.99996000000002, 249.99996000000002, 1]",
baseline,light,Button,,secondary,link,base/label,/__functional-colors,muted,focus+hover,0,fail,2.245664010697994,"[75.99906525, 186.25002375, 173.49996000000002, 1]","[249.99996000000002, 249.99996000000002, 249.99996000000002, 1]",
baseline,light,semantic text,,success,,text,/__functional-colors,muted,idle,0,fail,2.9706610330398817,"[68.99994, 165.000045, 86.99987999999999, 1]","[249.99996000000002, 249.99996000000002, 249.99996000000002, 1]",
baseline,light,Badge,,success,solid,base,/__functional-colors,muted,idle,0,fail,3.100673742889534,"[255, 255, 255, 1]","[68.99994, 165.000045, 86.99987999999999, 1]",
baseline,light,Alert,,success,solid,title,/__functional-colors,muted,idle,0,fail,3.100673742889534,"[255, 255, 255, 1]","[68.99994, 165.000045, 86.99987999999999, 1]",
baseline,light,Alert,,success,solid,description,/__functional-colors,muted,idle,0,fail,2.8053053514185198,"[236.399994, 246.0000045, 238.199988, 1]","[68.99994, 165.000045, 86.99987999999999, 1]",
baseline,light,Badge,,success,outline,base,/__functional-colors,muted,idle,0,fail,2.9706610330398817,"[68.99994, 165.000045, 86.99987999999999, 1]","[249.99996000000002, 249.99996000000002, 249.99996000000002, 1]",
baseline,light,Alert,,success,outline,title,/__functional-colors,muted,idle,0,fail,2.9706610330398817,"[68.99994, 165.000045, 86.99987999999999, 1]","[249.99996000000002, 249.99996000000002, 249.99996000000002, 1]",
baseline,light,Alert,,success,outline,description,/__functional-colors,muted,idle,0,fail,2.6406517020458655,"[87.099942, 173.50003650000002, 103.299888, 1]","[249.99996000000002, 249.99996000000002, 249.99996000000002, 1]",
baseline,light,Badge,,success,soft,base,/__functional-colors,muted,idle,0,fail,2.6952042500114244,"[68.99994, 165.000045, 86.99987999999999, 1]","[231.89998350000002, 241.499943, 233.69997750000002, 1]",
baseline,light,Alert,,success,soft,title,/__functional-colors,muted,idle,0,fail,2.6952042500114244,"[68.99994, 165.000045, 86.99987999999999, 1]","[231.89998350000002, 241.499943, 233.69997750000002, 1]",
baseline,light,Alert,,success,soft,description,/__functional-colors,muted,idle,0,fail,2.424103469469601,"[85.28994434999998, 172.6500348, 101.66988974999998, 1]","[231.89998350000002, 241.499943, 233.69997750000002, 1]",
baseline,light,Badge,,success,subtle,base,/__functional-colors,muted,idle,0,fail,2.6952042500114244,"[68.99994, 165.000045, 86.99987999999999, 1]","[231.89998350000002, 241.499943, 233.69997750000002, 1]",
baseline,light,Alert,,success,subtle,title,/__functional-colors,muted,idle,0,fail,2.6952042500114244,"[68.99994, 165.000045, 86.99987999999999, 1]","[231.89998350000002, 241.499943, 233.69997750000002, 1]",
baseline,light,Alert,,success,subtle,description,/__functional-colors,muted,idle,0,fail,2.424103469469601,"[85.28994434999998, 172.6500348, 101.66988974999998, 1]","[231.89998350000002, 241.499943, 233.69997750000002, 1]",
